"","Exp_Year","Sample_Year","Location","Species","Materials","Group","Treatment","Sample_ID","Sample_Dup","FTIR_Dup","3324","2924","2856","1740","1636","1556","1516","1440","1376","1324","1268","1036","996","832"
"29","2025","2025","GH","Pmu","cul","B","UV","15","1","2","0.894268138041091","2.07220664164586","0.983829770632292",NA,"1.47216701901263","0.0697093893626603","0.274584755485205","1.02029483095295","0.829537941908415","0.878505746264281","1.08064420954603","3.52950074863179","3.52950074863179","-0.206431905642512"
"30","2025","2025","GH","Pmu","cul","B","UV","15","1","3","0.846607888555248","2.37458978584841","1.20348336637233","0.0133063209720569","1.26559158764212","-0.164145030227187","0.117588872066035","0.985393004034484","0.755239947077521","0.864265612606874","1.04211152122159","3.58533998080663","3.34658890567428","-0.191252939343693"
"31","2025","2025","GH","Pmu","cul","C","CON","26","1","1","0.797005357874253","2.51047844046943","1.32132897096234","-0.0701384361936755","1.26614352423401","0.215334725662287","0.215334725662287","1.12216778178545","0.842953646024656","1.0637292073678","1.25011789670416","3.40265749843923","3.28316921798217","0.166807756138995"
"32","2025","2025","GH","Pmu","cul","C","CON","26","1","2","0.835728182253768","2.42558489006674","1.26954939435142","-0.0946931266911554","1.31843840333275","-0.175761345738046","0.25406674906902","1.12786783821128","0.846604721433834","1.08839956421834","1.27219539796934","3.34271058177823","3.20425071086916","0.178784715730989"
"33","2025","2025","GH","Pmu","cul","C","CON","26","1","3","0.821199350520346","2.43979558088843","1.28605504657176","-0.0691592879265935","1.27757524245006","-0.175779864908833","0.24923473462687","1.11360994340504","0.844290475992011","1.06965760141309","1.24131092623036","3.39403220740228","3.2606758164735","0.160547297388474"
"34","2025","2025","GH","Pmu","cul","C","UV","21","1","1","0.804286043349879","2.56236326725736","1.36660437060742","-0.103297009584706","1.25578438534886","-0.266531813797575","0.209292593485952","1.17996526873593","0.859456961111221","1.14847890102143","1.32853232238946","3.18695104723491","3.04700958146846","0.292509240851088"
"35","2025","2025","GH","Pmu","cul","C","UV","21","1","2","0.822000183070689","2.55325328563703","1.35970199456965","-0.0619660242977827","1.31145252944663","0.245523003617551","0.245523003617551","1.20454884228039","0.878538859373955","1.1339947452755","1.31521789801778","3.17962254605945","3.06006431551328","0.216064243301878"
"36","2025","2025","GH","Pmu","cul","C","UV","21","1","3","0.924521416781902","2.44587885268809","1.2694463575111","-0.0918242300358438","1.42076029290684","-0.0767307518995154","0.273916230197805","1.16504923823483","0.879508234904661","1.06610601135158","1.22461880472147","3.23417020755252","3.14284851779313","0.113463154017036"
"37","2025","2025","GH","Pmu","cul","C","UV","24","1","1","0.836960698611035","2.67540597884207","1.40851792278143","0.0467033258602827","1.31651977198209","0.210220246247865","0.210220246247865","1.17803730213753","0.853422143609465","1.09319502198703","1.27763685473216","3.15517754974962","3.0996326068365","0.167664987382866"
"38","2025","2025","GH","Pmu","cul","C","UV","24","1","2","0.908315205114951","2.52633581636641","1.29724681151781","-0.000657088095371067","1.34715732996186","-0.142574884264282","0.202061846822781","1.10513496745883","0.796618394556941","1.00348296465688","1.15276848080693","3.356831481337","3.26876119139412","0.0265537285005372"
